Date,Player,Player ID,Team,Positions,Status,Roster Status,Change,Game
Sep 23,Samaje Perine,30227,Cin,RB,,FA,Off Injured Reserve,Sun 1:00 pm @ Pit
Sep 23,Trey Hendrickson,30216,Bal,"LB,DE",Q,FA,Off Injured Reserve,Sun 4:25 pm @ Dal
Sep 23,Cooper Kupp,30182,Sea,WR,Q,FA,Off Injured Reserve,Sun 1:00 pm @ Was
Sep 23,Alvin Kamara,30180,NO,RB,,FA,Off Injured Reserve,Sun 4:25 pm vs LV
Sep 23,Dalvin Tomlinson,30168,LAC,DT,D,FA,Off Injured Reserve,Sun 1:00 pm @ Buf
Sep 23,Budda Baker,30149,Ari,S,,FA,Off Injured Reserve,Sun 4:05 pm @ SF
Sep 23,Jonathan Allen,30130,Cin,DT,Q,FA,Off Injured Reserve,Sun 1:00 pm @ Pit
Sep 23,Malik Hooker,30128,Dal,S,D,FA,Off Injured Reserve,Sun 4:25 pm vs Bal
Sep 23,Christian McCaffrey,30121,SF,RB,,Jason's Jazzy Team,Off Injured Reserve,Sun 4:05 pm vs Ari
Sep 23,Patrick Mahomes,30123,KC,QB,,JGrahnasaurs,Off Injured Reserve,Sun 1:00 pm @ Mia
Sep 23,Miles Killebrew,29345,TB,"DB,S",,FA,Off Injured Reserve,Sun 4:05 pm vs Min
Sep 23,David Onyemata,29354,NYJ,"DL,DT",IR,FA,Off Injured Reserve,Sun 1:00 pm @ Det
Sep 23,Andrew Billings,29356,Ari,"DL,DT",Q,FA,Off Injured Reserve,Sun 4:05 pm @ SF
Sep 23,Tyler Higbee,29344,LAR,TE,,FA,Off Injured Reserve,Sun 8:20 pm @ Den
Sep 23,Maliek Collins,29301,Cle,DT,,FA,Off Injured Reserve,Sun 1:00 pm vs Car
Sep 23,Chris Jones,29271,KC,DT,Q,FA,Off Injured Reserve,Sun 1:00 pm @ Mia
Sep 23,DeForest Buckner,29241,Ind,DT,,FA,Off Injured Reserve,Sun 1:00 pm vs Hou
Sep 23,Darren Waller,28592,Car,TE,,FA,Off Injured Reserve,Sun 1:00 pm @ Cle
Sep 23,Za'Darius Smith,28510,Atl,"LB,DE",,FA,Off Injured Reserve,Thu 8:15 pm @ GB
Sep 23,Grady Jarrett,28525,Chi,"DL,DE",,FA,Off Injured Reserve,Mon 8:15 pm vs Phi
Sep 23,Bud Dupree,28410,LAC,LB,,FA,Off Injured Reserve,Sun 1:00 pm @ Buf
Sep 23,Davante Adams,27581,LAR,WR,,JGrahnasaurs,Off Injured Reserve,Sun 8:20 pm @ Den
Sep 23,Aaron Donald,27541,LAR,"DT,DE",,FA,Off Injured Reserve,Sun 8:20 pm @ Den
Sep 23,Khalil Mack,27533,LAC,"LB,DE",,FA,Off Injured Reserve,Sun 1:00 pm @ Buf
Sep 23,Jadeveon Clowney,27529,Hou,DE,Q,FA,Off Injured Reserve,Sun 1:00 pm @ Ind
Sep 23,Keenan Allen,26699,Ind,WR,,FA,Off Injured Reserve,Sun 1:00 pm vs Hou
Sep 23,Kyle Juszczyk,26753,SF,RB,,FA,Off Injured Reserve,Sun 4:05 pm vs Ari
Sep 23,Harrison Smith,25739,Min,S,,FA,Off Injured Reserve,Sun 4:05 pm @ TB
Sep 23,Cameron Jordan,24811,NO,DE,,FA,Off Injured Reserve,Sun 4:25 pm vs LV
Sep 23,Cameron Heyward,24818,Pit,"DT,DE",,FA,Off Injured Reserve,Sun 1:00 pm vs Cin
Sep 23,Calais Campbell,8827,Bal,"DT,DE",,FA,Off Injured Reserve,Sun 4:25 pm @ Dal
Sep 20,Tyler Higbee,29344,LAR,TE,,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 20,Aaron Donald,27541,LAR,"DT,DE",,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 19,Byron Young,40124,LAR,LB,,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 19,Noah Igbinoghene,32700,Cle,CB,,FA,On Injured Reserve,Sun 1:00 pm vs Car
Sep 19,Brandon Cisse,42674,GB,CB,,FA,Off Injured Reserve,Thu 8:15 pm vs Atl
Sep 19,Jordan Whittington,41083,LAR,WR,Q,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 19,Puka Nacua,40168,LAR,WR,Q,Owl Out Blitz,On Injured Reserve,Sun 8:20 pm @ Den
Sep 19,Benjamin St-Juste,33462,GB,CB,,FA,On Injured Reserve,Thu 8:15 pm vs Atl
Sep 18,Christen Miller,42664,NO,DT,Q,FA,On Injured Reserve,Sun 4:25 pm vs LV
Sep 18,Cor'Dale Flott,34037,Ten,CB,Q,FA,On Injured Reserve,Sun 1:00 pm @ NYG
Sep 18,Dax Hill,33986,Cin,"S,CB",,FA,On Injured Reserve,Sun 1:00 pm @ Pit
Sep 18,Logan Hall,33988,Hou,DE,Q,FA,On Injured Reserve,Sun 1:00 pm @ Ind
Sep 18,Sauce Gardner,33959,Ind,CB,,FA,On Injured Reserve,Sun 1:00 pm vs Hou
Sep 18,Elijah Moore,33422,Phi,WR,,FA,On Injured Reserve,Mon 8:15 pm @ Chi
Sep 18,Hollywood Brown,31857,Phi,WR,,FA,On Injured Reserve,Mon 8:15 pm @ Chi
Sep 18,Dexter Lawrence II,31849,Cin,"DL,DT",,FA,On Injured Reserve,Sun 1:00 pm @ Pit
Sep 18,Charvarius Ward,31293,Ind,CB,Q,FA,On Injured Reserve,Sun 1:00 pm vs Hou
Sep 18,A'Shawn Robinson,29280,TB,"DL,DT,DE",,FA,Off Injured Reserve,Sun 4:05 pm vs Min
Sep 18,Harrison Smith,25739,Min,S,,FA,On Injured Reserve,Sun 4:05 pm @ TB
Sep 18,Kaelon Black,42712,SF,RB,,FA,On Injured Reserve,Sun 4:05 pm vs Ari
Sep 18,Andrew Mukuba,41849,Phi,S,,FA,On Injured Reserve,Mon 8:15 pm @ Chi
Sep 18,Omar Speights,41449,LAR,LB,,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 18,Kamren Kinchens,40973,LAR,S,Q,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 18,Christian Braswell,40208,Jax,CB,,FA,On Injured Reserve,Sun 1:00 pm vs NE
Sep 18,Aidan O'Connell,40138,LV,QB,Q,FA,On Injured Reserve,Sun 4:25 pm @ NO
Sep 18,Nate Landman,34291,LAR,LB,Q,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 18,Tyson Campbell,33421,Cle,CB,Q,FA,On Injured Reserve,Sun 1:00 pm vs Car
Sep 18,Kam Curl,32886,LAR,S,,FA,On Injured Reserve,Sun 8:20 pm @ Den
Sep 18,Ed Oliver,31841,Buf,DT,Q,FA,On Injured Reserve,Sun 1:00 pm vs LAC
Sep 18,Dalton Schultz,31107,Hou,TE,,Jason's Jazzy Team,Off Injured Reserve,Sun 1:00 pm @ Ind
Sep 18,Samaje Perine,30227,Cin,RB,,FA,On Injured Reserve,Sun 1:00 pm @ Pit
Sep 18,Jonathan Allen,30130,Cin,DT,Q,FA,On Injured Reserve,Sun 1:00 pm @ Pit
Sep 18,Andrew Billings,29356,Ari,"DL,DT",Q,FA,On Injured Reserve,Sun 4:05 pm @ SF
Sep 18,A'Shawn Robinson,29280,TB,"DL,DT,DE",,FA,On Injured Reserve,Sun 4:05 pm vs Min
