Date,Player,Player ID,Team,Positions,Status,Roster Status,Change,Game
Apr 6,James Cook III,34019,Buf,RB,,Sunday Kevin,to AFC,Sun 1:00 pm vs LAC
Apr 6,Jimmy Holiday,42490,KC,WR,IR,FA,to AFC,Sun 1:00 pm @ Mia
Apr 6,Tre Watson,42430,Mia,TE,NA,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Javonte Williams,33423,Dal,RB,,JGrahnasaurs,to NFC,Sun 4:25 pm vs Bal
Apr 6,Tarheeb Still,41051,LAC,"DB,CB",,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Deane Leonard,34192,LAC,"DB,CB",,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Tahj Brooks,41983,Cin,RB,,FA,to AFC,Sun 1:00 pm @ Pit
Apr 6,Elijah Cooks,40374,Car,WR,NA,FA,to NFC,Sun 1:00 pm @ Cle
Apr 6,Chimere Dike,41903,Ten,WR,,FA,to AFC,Sun 1:00 pm @ NYG
Apr 6,Cam Akers,32722,Sea,RB,NA,FA,to NFC,Sun 1:00 pm @ Was
Apr 6,Javon Solomon,41049,Buf,"LB,DE",,FA,to AFC,Sun 1:00 pm vs LAC
Apr 6,Kindle Vildor,32833,NE,CB,NA,FA,to AFC,Sun 1:00 pm @ Jax
Apr 6,Jakob Robinson,42056,SF,CB,NA,FA,to NFC,Sun 4:05 pm vs Ari
Apr 6,Hunter Wohler,42029,Ind,S,,FA,to AFC,Sun 1:00 pm vs Hou
Apr 6,Ahkello Witherspoon,30179,LAR,"DB,CB",NA,FA,to NFC,Sun 8:20 pm @ Den
Apr 6,Deommodore Lenoir,33560,SF,"DB,CB",,FA,to NFC,Sun 4:05 pm vs Ari
Apr 6,Jalen Hurts,32723,Phi,QB,,Max’s TD Bombers,to NFC,Mon 8:15 pm @ Chi
Apr 6,Kendrick Bourne,30551,Ari,WR,,FA,to NFC,Sun 4:05 pm @ SF
Apr 6,Jaydon Blue,41935,Phi,RB,NA,FA,to NFC,Mon 8:15 pm @ Chi
Apr 6,Andrew Armstrong,42162,KC,WR,NA,FA,to AFC,Sun 1:00 pm @ Mia
Apr 6,Rams,,LAR,DEF,,Maybe Mitchell,to NFC,Sun 8:20 pm @ Den
Apr 6,Kedon Slovis,41476,GB,QB,NA,FA,to NFC,Thu 8:15 pm vs Atl
Apr 6,Joshua Metellus,32875,Min,"S,CB",,FA,to NFC,Sun 4:05 pm @ TB
Apr 6,Will Shipley,41002,Phi,RB,,FA,to NFC,Mon 8:15 pm @ Chi
Apr 6,Mason Kinsey,33351,Ten,WR,NA,FA,to AFC,Sun 1:00 pm @ NYG
Apr 6,Ta'Quon Graham,33536,Phi,"DL,DE",NA,FA,to NFC,Mon 8:15 pm @ Chi
Apr 6,Maxwell Hairston,41815,Buf,CB,,FA,to AFC,Sun 1:00 pm vs LAC
Apr 6,Ja'Marcus Ingram,34684,Hou,"S,CB",IR-R,FA,to AFC,Sun 1:00 pm @ Ind
Apr 6,Durell Nchami,40867,Ind,"LB,DE",NA,FA,to AFC,Sun 1:00 pm vs Hou
Apr 6,Trey Hendrickson,30216,Bal,"LB,DE",Q,FA,to AFC,Sun 4:25 pm @ Dal
Apr 6,Chad Ryland,40159,Ari,K,,FA,to NFC,Sun 4:05 pm @ SF
Apr 6,Andrew Billings,29356,Ari,"DL,DT",Q,FA,to NFC,Sun 4:05 pm @ SF
Apr 6,Marlowe Wax,42137,LAC,LB,,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Dyami Brown,33470,Was,WR,,FA,to NFC,Sun 1:00 pm vs Sea
Apr 6,Ty Johnson,32018,Buf,RB,,FA,to AFC,Sun 1:00 pm vs LAC
Apr 6,Christian Barmore,33426,NE,"DL,DE",,FA,to AFC,Sun 1:00 pm @ Jax
Apr 6,Jared Wiley,40978,KC,TE,,FA,to AFC,Sun 1:00 pm @ Mia
Apr 6,Keir Thomas,34343,LAR,LB,IR,FA,to NFC,Sun 8:20 pm @ Den
Apr 6,Eric Gregory,42053,NE,DT,NA,FA,to AFC,Sun 1:00 pm @ Jax
Apr 6,Tank Bigsby,40095,Phi,RB,,Monday Night Madison,to NFC,Mon 8:15 pm @ Chi
Apr 6,Aaron Jones Sr.,30295,Min,RB,Q,Locked In Michelle,to NFC,Sun 4:05 pm @ TB
Apr 6,Treyton Welch,41363,NO,TE,NA,FA,to NFC,Sun 4:25 pm vs LV
