"gsis_id","player","pos","team","g","opp_tot","opp_pg","tgt_tot","car_tot","tgt_share","car_share","snap_pct","fp_tot","fp_pg","yds","td","opp_trend","fp_per_opp","opp_pctl","eff_rel","profile"
"00-0032104","Ameer Abdullah","RB","JAX",2,9,4.5,2,7,0.0428571428571429,0.127016129032258,0.095,5.5,2.75,45,0,-1,0.611111111111111,0.401869158878505,0.972547271443962,"-"
"00-0033288","George Kittle","TE","SF",2,9,4.5,9,0,0.181020733652313,0,0.47,18.2,9.1,92,1,-1,2.02222222222222,0.813186813186813,1.40432098765432,"hold volume + results"
"00-0033873","Patrick Mahomes","QB","KC",2,9,4.5,0,9,0,0.12781954887218,1,51.64,25.82,40,1,-5,5.73777777777778,0.714285714285714,1.56769884638737,"-"
"00-0033921","Chris Godwin Jr.","WR","TB",2,9,4.5,7,2,0.11952861952862,0.045,NA,13.6,6.8,101,0,-1,1.51111111111111,0.641176470588235,1.22372188139059,"-"
"00-0034348","Courtland Sutton","WR","DEN",2,9,4.5,9,0,0.164021164021164,0,0.745,6.1,3.05,36,0,-1,0.677777777777778,0.641176470588235,0.548875255623722,"-"
"00-0034827","DJ Moore","WR","BUF",2,9,4.5,8,1,0.142857142857143,0.0138888888888889,NA,18.4,9.2,99,1,-7,2.04444444444444,0.641176470588235,1.65562372188139,"-"
"00-0034855","Baker Mayfield","QB","TB",2,9,4.5,0,9,0,0.205,1,24.82,12.41,59,1,-1,2.75777777777778,0.714285714285714,0.753491196114147,"-"
"00-0035229","T.J. Hockenson","TE","MIN",2,9,4.5,9,0,0.21395881006865,0,0.675,16,8,65,1,-1,1.77777777777778,0.813186813186813,1.23456790123457,"hold volume + results"
"00-0038621","DeMario Douglas","WR","NE",2,9,4.5,9,0,0.160522273425499,0,0.545,5.9,2.95,29,0,-5,0.655555555555556,0.641176470588235,0.530879345603272,"-"
"00-0038996","Tucker Kraft","TE","GB",2,9,4.5,9,0,0.126724137931034,0,0.82,10.5,5.25,80,0,-3,1.16666666666667,0.813186813186813,0.810185185185185,"BUY  volume, results lagging"
"00-0040663","Harold Fannin Jr.","TE","CLE",2,9,4.5,9,0,0.168181818181818,0,NA,11,5.5,75,0,3,1.22222222222222,0.813186813186813,0.848765432098766,"BUY  volume, results lagging"
"00-0040727","Tre Harris","WR","LAC",2,9,4.5,9,0,0.168803418803419,0,0.785,9.3,4.65,73,0,-3,1.03333333333333,0.641176470588235,0.83680981595092,"-"
"00-0041096","Kaytron Allen","RB","WAS",2,9,4.5,0,9,0,0.140625,0.09,4,2,40,0,1,0.444444444444444,0.401869158878505,0.707307106504699,"-"
"00-0032392","Austin Hooper","TE","ATL",1,4,4,4,0,0.129032258064516,0,0.43,3,3,20,0,NA,0.75,0.769230769230769,0.520833333333333,"-"
"00-0032950","Carson Wentz","QB","MIN",2,8,4,0,8,0,0.127100840336134,0.915,25.54,12.77,5,0,-2,3.1925,0.571428571428571,0.872267759562842,"-"
"00-0033090","Hunter Henry","TE","NE",2,8,4,8,0,0.167434715821813,0,0.835,9.6,4.8,66,0,2,1.2,0.769230769230769,0.833333333333333,"-"
"00-0033885","David Njoku","TE","LAC",2,8,4,8,0,0.1502849002849,0,0.355,9.7,4.85,67,0,-2,1.2125,0.769230769230769,0.842013888888889,"-"
"00-0035644","Noah Fant","TE","NO",2,8,4,8,0,0.0769230769230769,0,0.425,11.3,5.65,33,1,-8,1.4125,0.769230769230769,0.980902777777778,"-"
"00-0035676","A.J. Brown","WR","NE",1,4,4,4,0,0.129032258064516,0,0.44,4.1,4.1,26,0,NA,1.025,0.588235294117647,0.830061349693251,"-"
"00-0036265","AJ Dillon","RB","CAR",2,8,4,0,8,0,0.181818181818182,0.08,2.5,1.25,25,0,-2,0.3125,0.336448598130841,0.497325309261117,"-"
"00-0036355","Justin Herbert","QB","LAC",2,8,4,0,8,0,0.165922619047619,1,24.14,12.07,31,0,-2,3.0175,0.571428571428571,0.824453551912568,"-"
"00-0036626","Dyami Brown","WR","WAS",2,8,4,8,0,0.122718052738337,0,0.54,2.1,1.05,21,0,4,0.2625,0.588235294117647,0.212576687116564,"-"
"00-0036893","Najee Harris","RB","NYG",1,4,4,0,4,0,0.19047619047619,0.14,0.6,0.6,6,0,NA,0.15,0.336448598130841,0.238716148445336,"-"
"00-0037085","Tyler Badie","RB","DEN",1,4,4,3,1,0.107142857142857,0.0357142857142857,0.26,3.9,3.9,29,0,NA,0.975,0.336448598130841,1.55165496489468,"FADE points on no volume"
"00-0037291","Jalen Nailor","WR","LV",2,8,4,8,0,0.137931034482759,0,0.6,5.6,2.8,36,0,-2,0.7,0.588235294117647,0.566871165644172,"-"
"00-0037834","Brock Purdy","QB","SF",2,8,4,0,8,0,0.138888888888889,0.925,50.58,25.29,59,1,-2,6.3225,0.571428571428571,1.72745901639344,"-"
"00-0038128","Malik Willis","QB","MIA",2,8,4,0,8,0,0.202380952380952,1,30.18,15.09,45,1,-4,3.7725,0.571428571428571,1.03073770491803,"-"
"00-0038728","Jared Wayne","WR","HOU",2,8,4,8,0,0.0835135135135135,0,0.41,6,3,45,0,6,0.75,0.588235294117647,0.607361963190184,"-"
"00-0039067","Rashee Rice","WR","KC",2,8,4,8,0,0.109767441860465,0,0.81,19.2,9.6,102,1,4,2.4,0.588235294117647,1.94355828220859,"-"
"00-0039146","Jayden Reed","WR","GB",2,8,4,8,0,0.104741379310345,0,0.3,4.4,2.2,24,0,-6,0.55,0.588235294117647,0.445398773006135,"-"
"00-0039451","Isaiah Williams","WR","NYJ",2,8,4,7,1,0.105072463768116,0.0185185185185185,0.71,9,4.5,55,0,6,1.125,0.588235294117647,0.911042944785276,"-"
"00-0039732","Bo Nix","QB","DEN",2,8,4,0,8,0,0.189285714285714,1,21.56,10.78,8,0,2,2.695,0.571428571428571,0.736338797814208,"-"
"00-0040134","Pat Bryant","WR","DEN",2,8,4,7,1,0.128968253968254,0.0178571428571429,0.625,7.8,3.9,58,0,-4,0.975,0.588235294117647,0.789570552147239,"-"
"00-0040138","Jaylin Noel","WR","HOU",2,8,4,7,1,0.077027027027027,0.0277777777777778,0.45,11.2,5.6,97,0,4,1.4,0.588235294117647,1.13374233128834,"-"
"00-0040142","Kaleb Johnson","RB","GB",2,8,4,0,8,0,0.222222222222222,0.135,3.2,1.6,32,0,8,0.4,0.336448598130841,0.636576395854229,"-"
"00-0040177","Jordan James","RB","SF",1,4,4,0,4,0,0.148148148148148,0.15,1.5,1.5,15,0,NA,0.375,0.336448598130841,0.59679037111334,"-"
"00-0040556","Corey Kiner","RB","NE",2,8,4,0,8,0,0.132488479262673,0.09,1.1,0.55,11,0,-4,0.1375,0.336448598130841,0.218823136074891,"-"
"00-0040676","Cam Ward","QB","TEN",2,8,4,0,8,0,0.211822660098522,1,31.72,15.86,28,2,0,3.965,0.571428571428571,1.08333333333333,"-"
"00-0040886","Nicholas Singleton","RB","TEN",1,4,4,0,4,0,0.137931034482759,0.11,1,1,10,0,NA,0.25,0.336448598130841,0.397860247408893,"-"
"00-0033119","Jacoby Brissett","QB","ARI",2,7,3.5,0,7,0,0.117647058823529,1,23.98,11.99,21,0,-5,3.42571428571429,0.547619047619048,0.935987509758002,"-"
"00-0033555","Mack Hollins","WR","NE",2,7,3.5,7,0,0.12826420890937,0,0.705,9.9,4.95,69,0,-3,1.41428571428571,0.529411764705882,1.1453111305872,"-"
"00-0034351","Dallas Goedert","TE","PHI",2,7,3.5,7,0,0.143048128342246,0,0.6,22.6,11.3,81,2,-3,3.22857142857143,0.725274725274725,2.24206349206349,"-"
"00-0037005","Tommy Tremble","TE","CAR",2,7,3.5,7,0,0.104779411764706,0,0.56,4.9,2.45,29,0,-3,0.7,0.725274725274725,0.486111111111111,"-"
"00-0037664","Alec Pierce","WR","IND",2,7,3.5,7,0,0.120114942528736,0,0.425,9.7,4.85,72,0,-5,1.38571428571429,0.529411764705882,1.12217353198948,"-"
"00-0037741","Jahan Dotson","WR","ATL",2,7,3.5,7,0,0.143463497453311,0,0.69,4.5,2.25,30,0,1,0.642857142857143,0.529411764705882,0.520595968448729,"-"
"00-0037816","Romeo Doubs","WR","NE",2,7,3.5,7,0,0.143625192012289,0,0.615,11.1,5.55,96,0,1,1.58571428571429,0.529411764705882,1.28413672217353,"-"
"00-0038117","Wan'Dale Robinson","WR","TEN",2,7,3.5,7,0,0.136554621848739,0,0.675,7.7,3.85,47,0,-5,1.1,0.529411764705882,0.89079754601227,"-"
"00-0038608","Kayshon Boutte","WR","HOU",2,7,3.5,7,0,0.077027027027027,0,0.59,7.8,3.9,58,0,3,1.11428571428571,0.529411764705882,0.902366345311131,"-"
"00-0038994","Jordan Addison","WR","MIN",2,7,3.5,7,0,0.175057208237986,0,0.855,3.1,1.55,21,0,3,0.442857142857143,0.529411764705882,0.35863277826468,"-"
"00-0039901","Keon Coleman","WR","BUF",2,7,3.5,7,0,0.125,0,0.62,9.9,4.95,64,0,5,1.41428571428571,0.529411764705882,1.1453111305872,"-"
"00-0039919","Rome Odunze","WR","CHI",2,7,3.5,7,0,0.124358974358974,0,0.66,12,6,95,0,1,1.71428571428571,0.529411764705882,1.38825591586328,"-"
"00-0040466","Raheim Sanders","RB","CLE",2,7,3.5,4,3,0.0848484848484848,0.066205533596838,0.27,5.7,2.85,37,0,-1,0.814285714285714,0.327102803738318,1.29588766298897,"-"
"00-0040584","Gunnar Helm","TE","TEN",2,7,3.5,7,0,0.148109243697479,0,0.815,7.1,3.55,41,0,-3,1.01428571428571,0.725274725274725,0.70436507936508,"-"
"00-0041032","Kenyon Sadiq","TE","NYJ",2,7,3.5,6,1,0.106884057971014,0.0128205128205128,0.39,12.6,6.3,41,1,-1,1.8,0.725274725274725,1.25,"-"
"00-0041040","Antonio Williams","WR","WAS",2,7,3.5,7,0,0.113083164300203,0,0.43,18.3,9.15,88,1,-1,2.61428571428571,0.529411764705882,2.1170902716915,"-"
"00-0026498","Matthew Stafford","QB","LA",2,6,3,0,6,0,0.105911330049261,0.92,33.08,16.54,-2,0,2,5.51333333333333,0.452380952380952,1.5063752276867,"FADE points on no volume"
"00-0032775","Demarcus Robinson","WR","SF",2,6,3,6,0,0.124401913875598,0,0.47,16.9,8.45,84,1,0,2.81666666666667,0.470588235294118,2.28098159509202,"FADE points on no volume"
"00-0033077","Dak Prescott","QB","DAL",2,6,3,0,6,0,0.150793650793651,1,45.16,22.58,40,0,2,7.52666666666667,0.452380952380952,2.05646630236794,"FADE points on no volume"
"00-0033246","Johnny Mundt","TE","PHI",1,3,3,3,0,0.0882352941176471,0,0.64,1.8,1.8,8,0,NA,0.6,0.604395604395604,0.416666666666667,"-"
"00-0033319","Nick Mullens","QB","JAX",1,3,3,0,3,0,0.0967741935483871,0.12,-0.3,-0.3,-3,0,NA,-0.1,0.452380952380952,-0.0273224043715847,"-"
"00-0033858","Jonnu Smith","TE","GB",1,3,3,3,0,0.075,0,0.47,6,6,50,0,NA,2,0.604395604395604,1.38888888888889,"-"
"00-0033881","Evan Engram","TE","DEN",2,6,3,6,0,0.110449735449735,0,0.575,14.5,7.25,60,1,-4,2.41666666666667,0.604395604395604,1.67824074074074,"-"
"00-0035631","Drew Sample","TE","CIN",1,3,3,3,0,0.0882352941176471,0,0.66,3.4,3.4,19,0,NA,1.13333333333333,0.604395604395604,0.787037037037037,"-"
"00-0036252","Michael Pittman","WR","PIT",1,3,3,3,0,0.0810810810810811,0,NA,7.3,7.3,58,0,NA,2.43333333333333,0.470588235294118,1.97055214723926,"FADE points on no volume"
"00-0036422","Adam Trautman","TE","DEN",1,3,3,3,0,0.111111111111111,0,0.37,2,2,10,0,NA,0.666666666666667,0.604395604395604,0.462962962962963,"-"
"00-0036442","Joe Burrow","QB","CIN",2,6,3,0,6,0,0.114331723027375,1,31.34,15.67,19,0,-4,5.22333333333333,0.452380952380952,1.42714025500911,"FADE points on no volume"
"00-0036628","John Bates","TE","WAS",1,3,3,3,0,0.103448275862069,0,0.49,2.3,2.3,13,0,NA,0.766666666666667,0.604395604395604,0.532407407407407,"-"
"00-0037809","Chig Okonkwo","TE","WAS",1,3,3,3,0,0.103448275862069,0,0.56,2.6,2.6,16,0,NA,0.866666666666667,0.604395604395604,0.601851851851852,"-"
"00-0038041","Jake Ferguson","TE","DAL",2,6,3,6,0,0.0978494623655914,0,0.68,19.9,9.95,49,2,2,3.31666666666667,0.604395604395604,2.30324074074074,"-"
"00-0039342","Xavier Legette","WR","CAR",2,6,3,6,0,0.0919117647058824,0,0.515,7.4,3.7,64,0,2,1.23333333333333,0.470588235294118,0.998773006134969,"-"
"00-0039814","Erick All","TE","CIN",1,3,3,3,0,0.0967741935483871,0,0.42,1.5,1.5,5,0,NA,0.5,0.604395604395604,0.347222222222222,"-"
"00-0040170","Elic Ayomanor","WR","TEN",2,6,3,6,0,0.141806722689076,0,0.525,15.5,7.75,80,1,0,2.58333333333333,0.470588235294118,2.0920245398773,"FADE points on no volume"
"00-0040198","Ollie Gordon II","RB","MIA",1,3,3,0,3,0,0.107142857142857,NA,0.7,0.7,7,0,NA,0.233333333333333,0.308411214953271,0.371336230914967,"-"
"00-0040237","Tez Johnson","WR","TB",2,6,3,5,1,0.0791245791245791,0.025,0.26,5,2.5,45,0,2,0.833333333333333,0.470588235294118,0.674846625766871,"-"
"00-0040669","Isaac TeSlaa","WR","DET",2,6,3,6,0,0.0786099865047233,0,0.715,3.6,1.8,26,0,4,0.6,0.470588235294118,0.485889570552147,"-"
"00-0040729","Jack Bech","WR","LV",2,6,3,6,0,0.103448275862069,0,0.47,13.3,6.65,48,1,-2,2.21666666666667,0.470588235294118,1.79509202453988,"FADE points on no volume"
"00-0040736","Mason Taylor","TE","NYJ",1,3,3,3,0,0.130434782608696,0,0.66,0.8,0.8,-2,0,NA,0.266666666666667,0.604395604395604,0.185185185185185,"-"
"00-0040867","Makai Lemon","WR","PHI",2,6,3,5,1,0.105614973262032,0.015625,0.635,2.4,1.2,4,0,-2,0.4,0.470588235294118,0.323926380368098,"-"
"00-0040870","Ja'Kobi Lane","WR","BAL",1,3,3,3,0,0.125,0,0.4,1.6,1.6,11,0,NA,0.533333333333333,0.470588235294118,0.431901840490798,"-"
"00-0041436","DJ Herman","RB","MIA",1,3,3,3,0,0.130434782608696,0,0.29,2.3,2.3,18,0,NA,0.766666666666667,0.308411214953271,1.22010475872061,"-"
"00-0041550","Brenen Thompson","WR","LAC",1,3,3,3,0,0.115384615384615,0,0.18,1.8,1.8,13,0,NA,0.6,0.470588235294118,0.485889570552147,"-"
"00-0041558","Sam Roush","TE","CHI",1,3,3,3,0,0.1,0,0.27,1.4,1.4,9,0,NA,0.466666666666667,0.604395604395604,0.324074074074074,"-"
"00-0031610","Darren Waller","TE","CAR",2,5,2.5,5,0,0.0762867647058824,0,0.395,20.6,10.3,61,2,1,4.12,0.538461538461538,2.86111111111111,"-"
"00-0032398","Chris Moore","WR","BAL",2,5,2.5,5,0,0.0933908045977011,0,0.46,6.9,3.45,59,0,1,1.38,0.429411764705882,1.11754601226994,"-"
"00-0033106","Jared Goff","QB","DET",2,5,2.5,0,5,0,0.10530303030303,1,46.22,23.11,9,0,1,9.244,0.404761904761905,2.52568306010929,"FADE points on no volume"
"00-0033908","Cooper Kupp","WR","SEA",2,5,2.5,5,0,0.100961538461538,0,0.605,7.5,3.75,55,0,-1,1.5,0.429411764705882,1.21472392638037,"-"
"00-0035249","Josh Oliver","TE","MIN",2,5,2.5,5,0,0.113272311212815,0,0.625,6.1,3.05,46,0,-3,1.22,0.538461538461538,0.847222222222222,"-"
"00-0036309","Darnell Mooney","WR","NYG",2,5,2.5,5,0,0.0813577586206897,0,0.645,9.5,4.75,75,0,1,1.9,0.429411764705882,1.53865030674847,"FADE points on no volume"
"00-0036407","Jerry Jeudy","WR","CLE",2,5,2.5,5,0,0.107575757575758,0,0.61,3.6,1.8,26,0,-3,0.72,0.429411764705882,0.583067484662577,"-"
"00-0036988","Josh Palmer","WR","BUF",2,5,2.5,5,0,0.0892857142857143,0,0.345,20.7,10.35,77,2,1,4.14,0.429411764705882,3.35263803680982,"FADE points on no volume"
"00-0037252","Greg Dulcich","TE","MIA",2,5,2.5,5,0,0.102254428341385,0,0.69,5.5,2.75,35,0,1,1.1,0.538461538461538,0.763888888888889,"-"
"00-0038104","Tyquan Thornton","WR","KC",2,5,2.5,5,0,0.0665116279069767,0,0.635,10.6,5.3,86,0,3,2.12,0.429411764705882,1.71680981595092,"FADE points on no volume"
"00-0038705","Emari Demercado","RB","DAL",2,5,2.5,0,5,0,0.126984126984127,0.125,1.5,0.75,15,0,1,0.3,0.280373831775701,0.477432296890672,"-"
"00-0038935","Brenton Strange","TE","JAX",2,5,2.5,5,0,0.110714285714286,0,0.755,12,6,40,1,-1,2.4,0.538461538461538,1.66666666666667,"-"
"00-0039163","C.J. Stroud","QB","HOU",2,5,2.5,0,5,0,0.114583333333333,1,33.48,16.74,44,0,1,6.696,0.404761904761905,1.82950819672131,"FADE points on no volume"
"00-0039364","Sione Vaki","RB","DET",2,5,2.5,2,3,0.0259784075573549,0.0553030303030303,0.23,4.8,2.4,38,0,-1,0.96,0.280373831775701,1.52778335005015,"FADE points on no volume"
"00-0039847","Theo Johnson","TE","NYG",2,5,2.5,5,0,0.0797413793103448,0,0.37,1.4,0.7,9,0,3,0.28,0.538461538461538,0.194444444444444,"-"
"00-0040126","Colston Loveland","TE","CHI",2,5,2.5,5,0,0.0884615384615385,0,0.865,0.8,0.4,3,0,1,0.16,0.538461538461538,0.111111111111111,"-"
"00-0041067","Bryce Lance","WR","NO",2,5,2.5,5,0,0.0540865384615385,0,0.74,7,3.5,50,0,-3,1.4,0.429411764705882,1.13374233128834,"-"
"00-0041326","CJ Donaldson","RB","NO",2,5,2.5,2,3,0.0192307692307692,0.0585185185185185,0.23,0.9,0.45,4,0,-3,0.18,0.280373831775701,0.286459378134403,"-"
"00-0023459","Aaron Rodgers","QB","PIT",2,4,2,0,4,0,0.093167701863354,0.98,17.52,8.76,2,0,-2,4.38,0.238095238095238,1.19672131147541,"-"
"00-0031503","Jameis Winston","QB","NYG",1,2,2,0,2,0,0.0952380952380952,0.88,3.54,3.54,1,0,NA,1.77,0.238095238095238,0.483606557377049,"-"
"00-0032951","Laquon Treadwell","WR","IND",2,4,2,4,0,0.0672413793103448,0,0.545,7.6,3.8,61,0,2,1.9,0.341176470588235,1.53865030674847,"FADE points on no volume"
"00-0033110","Tyler Higbee","TE","LA",1,2,2,2,0,0.0740740740740741,0,0.2,0.2,0.2,12,0,NA,0.1,0.43956043956044,0.0694444444444445,"-"
"00-0034837","Calvin Ridley","WR","TEN",1,2,2,2,0,0.117647058823529,0,0.62,4.5,4.5,35,0,NA,2.25,0.341176470588235,1.82208588957055,"FADE points on no volume"
"00-0034960","Jakobi Meyers","WR","JAX",2,4,2,3,1,0.0678571428571429,0.0161290322580645,0.775,14.5,7.25,70,1,-2,3.625,0.341176470588235,2.93558282208589,"FADE points on no volume"
"00-0034981","Foster Moreau","TE","HOU",2,4,2,4,0,0.047027027027027,0,0.365,6.9,3.45,49,0,0,1.725,0.43956043956044,1.19791666666667,"-"
"00-0035208","Olamide Zaccheaus","WR","ATL",2,4,2,4,0,0.0747028862478778,0,0.365,1.8,0.9,8,0,2,0.45,0.341176470588235,0.36441717791411,"-"
"00-0035228","Kyler Murray","QB","MIN",1,2,2,0,2,0,0.0588235294117647,0.17,0.62,0.62,9,0,NA,0.31,0.238095238095238,0.0846994535519126,"-"
"00-0035594","Travis Homer","RB","PIT",1,2,2,0,2,0,0.0869565217391304,0.03,1.6,1.6,16,0,NA,0.8,0.214953271028037,1.27315279170846,"-"
"00-0035662","Marquise Brown","WR","PHI",1,2,2,0,2,0,0.0625,0.22,1.2,1.2,12,0,NA,0.6,0.341176470588235,0.485889570552147,"-"
"00-0035710","Daniel Jones","QB","IND",2,4,2,0,4,0,0.071875,1,22.44,11.22,14,0,2,5.61,0.238095238095238,1.5327868852459,"FADE points on no volume"
"00-0036187","Reggie Gilliam","RB","NE",1,2,2,2,0,0.0952380952380952,0,0.36,0.9,0.9,4,0,NA,0.45,0.214953271028037,0.716148445336008,"-"
"00-0036244","Colby Parkinson","TE","LA",2,4,2,4,0,0.0703703703703704,0,0.74,3.6,1.8,21,0,0,0.9,0.43956043956044,0.625,"-"
"00-0036290","Cole Kmet","TE","CHI",2,4,2,4,0,0.0743589743589744,0,0.63,10.5,5.25,35,1,-2,2.625,0.43956043956044,1.82291666666667,"FADE points on no volume"
"00-0036425","DeeJay Dallas","RB","MIN",2,4,2,2,2,0.0480549199084668,0.0357142857142857,0.12,3.1,1.55,21,0,2,0.775,0.214953271028037,1.23336676696757,"-"
"00-0036849","Tutu Atwell","WR","LA",1,2,2,2,0,0.0666666666666667,0,0.18,2.4,2.4,19,0,NA,1.2,0.341176470588235,0.971779141104295,"-"
"00-0036970","Kyle Pitts","TE","ATL",2,4,2,4,0,0.0747028862478778,0,0.505,2,1,15,0,2,0.5,0.43956043956044,0.347222222222222,"-"
"00-0036971","Trevor Lawrence","QB","JAX",2,4,2,0,4,0,0.0739247311827957,0.94,33.26,16.63,9,0,0,8.315,0.238095238095238,2.27185792349727,"FADE points on no volume"
"00-0036972","Mac Jones","QB","SF",1,2,2,0,2,0,0.0740740740740741,0.15,-0.2,-0.2,-2,0,NA,-0.1,0.238095238095238,-0.0273224043715847,"-"
"00-0037157","Bam Knight","RB","ARI",1,2,2,0,2,0,0.117647058823529,NA,2.4,2.4,24,0,NA,1.2,0.214953271028037,1.90972918756269,"FADE points on no volume"
"00-0038090","Skyy Moore","WR","GB",2,4,2,4,0,0.0642241379310345,0,0.21,1.6,0.8,6,0,2,0.4,0.341176470588235,0.323926380368098,"-"
"00-0038488","Brady Russell","RB","SEA",1,2,2,2,0,0.0833333333333333,0,0.34,3,3,20,0,NA,1.5,0.214953271028037,2.38716148445336,"FADE points on no volume"
"00-0038558","Darnell Washington","TE","PIT",2,4,2,4,0,0.0540540540540541,0,0.585,4,2,25,0,0,1,0.43956043956044,0.694444444444444,"-"
"00-0038619","Andrei Iosivas","WR","CIN",2,4,2,4,0,0.060246679316888,0,0.57,3.4,1.7,19,0,-2,0.85,0.341176470588235,0.688343558282209,"-"
"00-0038783","Nate Adkins","TE","DEN",2,4,2,3,1,0.0535714285714286,0.0178571428571429,0.31,11.3,5.65,38,1,4,2.825,0.43956043956044,1.96180555555556,"FADE points on no volume"
"00-0038794","Jaleel McLaughlin","RB","CLE",1,2,2,1,1,0.0333333333333333,0.0434782608695652,0.14,0.3,0.3,3,0,NA,0.15,0.214953271028037,0.238716148445336,"-"
"00-0039792","Devontez Walker","WR","BAL",1,2,2,2,0,0.0689655172413793,0,0.29,5.2,5.2,47,0,NA,2.6,0.341176470588235,2.10552147239264,"FADE points on no volume"
"00-0039793","AJ Barner","TE","SEA",2,4,2,3,1,0.0608974358974359,0.0125,0.84,9.7,4.85,22,1,0,2.425,0.43956043956044,1.68402777777778,"FADE points on no volume"
"00-0039849","Marvin Harrison Jr.","WR","ARI",2,4,2,4,0,0.0597713097713098,0,0.765,3.8,1.9,33,0,-2,0.95,0.341176470588235,0.769325153374233,"-"
"00-0039868","Troy Franklin","WR","DEN",2,4,2,3,1,0.0542328042328042,0.0333333333333333,0.27,3.7,1.85,32,0,0,0.925,0.341176470588235,0.749079754601227,"-"
"00-0040075","LaJohntay Wester","WR","BAL",2,4,2,4,0,0.0761494252873563,0,0.41,4.4,2.2,29,0,0,1.1,0.341176470588235,0.89079754601227,"-"
"00-0040189","Oronde Gadsden II","TE","LAC",2,4,2,4,0,0.0754985754985755,0,0.31,13,6.5,50,1,0,3.25,0.43956043956044,2.25694444444444,"FADE points on no volume"
"00-0040568","Lan Larison","RB","NE",1,2,2,2,0,0.0645161290322581,0,0.04,1.9,1.9,9,0,NA,0.95,0.214953271028037,1.51186894015379,"FADE points on no volume"
"00-0040894","Malik Benson","WR","LV",2,4,2,3,1,0.0517241379310345,0.0138888888888889,0.115,0.3,0.15,-2,0,-2,0.075,0.341176470588235,0.0607361963190184,"-"
"00-0041132","Deion Burks","WR","IND",1,2,2,0,2,0,0.0625,0.05,1.4,1.4,14,0,NA,0.7,0.341176470588235,0.566871165644172,"-"
"00-0041194","Jack Strand","QB","ATL",1,2,2,0,2,0,0.0625,0.42,0.96,0.96,16,0,NA,0.48,0.238095238095238,0.131147540983607,"-"
"00-0041529","Kevin Coleman Jr.","WR","MIA",1,2,2,2,0,0.0740740740740741,0,NA,0,0,0,0,NA,0,0.341176470588235,0,"-"
"00-0035689","Dawson Knox","TE","BUF",2,3,1.5,3,0,0.0535714285714286,0,0.715,8.7,4.35,12,1,1,2.9,0.384615384615385,2.01388888888889,"FADE points on no volume"
"00-0035891","Cody White","WR","LV",2,3,1.5,3,0,0.0517241379310345,0,0.135,15.4,7.7,24,2,1,5.13333333333333,0.305882352941176,4.15705521472393,"FADE points on no volume"
"00-0036463","Chris Blair","WR","ATL",2,3,1.5,3,0,0.0483870967741935,0,0.33,1.1,0.55,6,0,3,0.366666666666667,0.305882352941176,0.296932515337423,"-"
"00-0037805","Jeremy Ruckert","TE","NYJ",2,3,1.5,3,0,0.0495169082125604,0,0.385,2.4,1.2,9,0,1,0.8,0.384615384615385,0.555555555555556,"-"
"00-0038046","Charlie Kolar","TE","LAC",2,3,1.5,3,0,0.0576923076923077,0,0.585,3.6,1.8,21,0,3,1.2,0.384615384615385,0.833333333333333,"-"
"00-0038710","Blake Whiteheart","TE","CLE",2,3,1.5,3,0,0.0560606060606061,0,0.43,10.1,5.05,31,1,1,3.36666666666667,0.384615384615385,2.33796296296296,"FADE points on no volume"
"00-0039150","Bryce Young","QB","CAR",2,3,1.5,0,3,0,0.0681818181818182,0.92,56.52,28.26,16,1,-1,18.84,0.214285714285714,5.14754098360656,"FADE points on no volume"
"00-0039874","Jaylen Wright","RB","MIA",2,3,1.5,0,3,0,0.0634920634920635,0.06,1,0.5,10,0,1,0.333333333333333,0.196261682242991,0.530480329878524,"-"
"00-0040024","Darius Cooper","WR","PHI",2,3,1.5,3,0,0.0441176470588235,0,0.28,9.6,4.8,26,1,3,3.2,0.305882352941176,2.59141104294478,"FADE points on no volume"
"00-0040187","Mitchell Evans","TE","CAR",2,3,1.5,3,0,0.0450367647058824,0,0.49,3.2,1.6,22,0,-1,1.06666666666667,0.384615384615385,0.740740740740741,"-"
"00-0040590","Konata Mumpfield","WR","LA",2,3,1.5,3,0,0.0518518518518519,0,0.475,1.7,0.85,12,0,1,0.566666666666667,0.305882352941176,0.458895705521472,"-"
"00-0040785","Dohnte Meyers","WR","CIN",2,3,1.5,2,1,0.0308349146110057,0.0185185185185185,0.17,3.3,1.65,28,0,-1,1.1,0.305882352941176,0.89079754601227,"-"
"00-0041125","Seth McGowan","RB","IND",2,3,1.5,1,2,0.0172413793103448,0.03125,0.085,0.5,0.25,0,0,1,0.166666666666667,0.196261682242991,0.265240164939262,"-"
"00-0041525","Chris Bell","WR","MIA",2,3,1.5,3,0,0.0587761674718196,0,0.465,3,1.5,25,0,-1,1,0.305882352941176,0.809815950920245,"-"
"00-0032268","Marcus Mariota","QB","WAS",1,1,1,0,1,0,0.03125,0.45,8.74,8.74,3,0,NA,8.74,0.0714285714285714,2.3879781420765,"FADE points on no volume"
"00-0033376","Patrick Ricard","RB","NYG",1,1,1,1,0,0.0344827586206897,0,0.54,0,0,0,0,NA,0,0.14018691588785,0,"-"
"00-0033662","Cooper Rush","QB","ATL",2,2,1,0,2,0,0.03125,0.79,9.16,4.58,20,0,2,4.58,0.0714285714285714,1.25136612021858,"-"
"00-0034365","Ian Thomas","TE","LV",1,1,1,1,0,0.0344827586206897,0,0.49,1.6,1.6,11,0,NA,1.6,0.142857142857143,1.11111111111111,"-"
